h,basis,ncsc_date,cld_date,delta_days,check
accvalorant.com,objectid,2021-11-19,2021-11-15,4,ncsc_overlap
quydoingoaite247.cf,objectid,2021-11-19,2021-11-19,0,ncsc_overlap
giaodichvidientu.com.vn,objectid,2021-11-19,2021-12-07,-18,ncsc_overlap
bidv.modivucong.com,objectid,2021-11-18,2021-11-18,0,ncsc_overlap
clmm2021.me,objectid,2021-11-18,2021-11-19,-1,ncsc_overlap
lotomomo.com,objectid,2021-11-17,2021-11-15,2,ncsc_overlap
acb.vn-banking.xyz,objectid,2021-11-17,2021-11-17,0,ncsc_overlap
acb.vn-onlines.xyz,objectid,2021-11-17,2021-11-18,-1,ncsc_overlap
acb.vn-ebanks.xyz,objectid,2021-11-15,2021-11-12,3,ncsc_overlap
baohiemxahoivn.xyz,objectid,2021-11-15,2021-11-15,0,ncsc_overlap
vn-bidv.com,objectid,2021-11-15,2021-11-15,0,ncsc_overlap
bidvsmort.com,objectid,2021-11-15,2021-10-26,20,ncsc_overlap
fvsccb.com,objectid,2021-11-15,2021-11-15,0,ncsc_overlap
tin12g.com,objectid,2021-11-15,2021-11-15,0,ncsc_overlap
tintucmoinhat60s.com,objectid,2021-11-15,2021-11-15,0,ncsc_overlap
online15times.com,objectid,2021-11-15,2021-11-15,0,ncsc_overlap
kenhtintuc365.net,objectid,2021-11-15,2021-11-15,0,ncsc_overlap
kenh43.com,objectid,2021-11-15,2021-11-15,0,ncsc_overlap
view60s.com,objectid,2021-11-15,2021-11-15,0,ncsc_overlap
account-garena-vi.com,objectid,2021-11-15,2021-11-15,0,ncsc_overlap
giaingan799.com,objectid,2021-11-15,2021-11-09,6,ncsc_overlap
vidientu24h.com,objectid,2021-11-15,2021-11-11,4,ncsc_overlap
clmm24h.com,objectid,2021-11-06,2021-10-15,22,ncsc_overlap
gamechanle.com,objectid,2021-11-06,2021-11-08,-2,ncsc_overlap
minigamemomo.net,objectid,2021-11-06,2021-11-08,-2,ncsc_overlap
chanlemomo.cc,objectid,2021-11-04,2021-10-28,7,ncsc_overlap
chanlemomoclub.com,objectid,2021-11-04,2021-11-05,-1,ncsc_overlap
acb.vn-banks.xyz,objectid,2021-10-28,2021-10-28,0,ncsc_overlap
acb.vnebank.xyz,objectid,2021-10-27,2021-11-05,-9,ncsc_overlap
acb.vn-ipay.xyz,objectid,2021-10-26,2021-10-23,3,ncsc_overlap
sacombank.vn-ebanking.info,objectid,2021-10-26,2021-10-20,6,ncsc_overlap
raidenbo.com,objectid,2021-10-13,2021-05-10,156,ncsc_overlap
wefinex.app,objectid,2021-10-13,2021-08-05,69,ncsc_overlap
wdgcex.com,objectid,2021-10-13,2021-08-05,69,ncsc_overlap
xoilac.live,objectid,2021-10-13,2021-09-30,13,ncsc_overlap
napgamefreefire.vn,objectid,2021-10-10,2021-08-01,70,ncsc_overlap
mastertrade.top,objectid,2021-10-10,2021-07-07,95,ncsc_overlap
ai.marketing,objectid,2021-10-10,2021-08-03,68,ncsc_overlap
sacombank.vn-ipay.vip,objectid,2021-10-09,2021-10-09,0,ncsc_overlap
bikon.xyz,objectid,2021-10-09,2021-10-08,1,ncsc_overlap
scb.ipay-online.vip,objectid,2021-10-08,2021-10-08,0,ncsc_overlap
mbsccb.com,objectid,2021-09-23,2021-09-27,-4,ncsc_overlap
tinchinhluan.com,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
daily38news.com,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
bantingiaothong.com,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
tintuchay3.com,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
chinhthuc.net,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
trangtin24gio.com,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
docbaodoisong.com,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
vn-tuoitre.com,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
ibongdanews.co,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
baochinhthong.com,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
baouytin.com,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
wefinex.io,objectid,2021-09-17,2021-05-07,133,ncsc_overlap
winfinex.net,objectid,2021-09-17,2021-05-07,133,ncsc_overlap
wefinex.tv,objectid,2021-09-17,2021-07-28,51,ncsc_overlap
wefinexx.net,objectid,2021-09-17,2021-05-07,133,ncsc_overlap
remitexnet.com,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
rosichi.info,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
rosichi.net,objectid,2021-09-17,2021-07-07,72,ncsc_overlap
shogunbo.com,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
shogunbovietnam.com,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
apolloniex.com,objectid,2021-09-17,2021-08-08,40,ncsc_overlap
synar.trade,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
aresbo.com,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
wedefi.pro,objectid,2021-09-17,2021-08-05,43,ncsc_overlap
wedefi.cc,objectid,2021-09-17,2021-08-05,43,ncsc_overlap
raidenbo.tech,objectid,2021-09-17,2021-08-05,43,ncsc_overlap
raiden-bo.com,objectid,2021-09-17,2021-08-05,43,ncsc_overlap
raidenbo.cc,objectid,2021-09-17,2021-08-05,43,ncsc_overlap
rraidenbo.com,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
raidenbo.capital,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
bitonos.io,objectid,2021-09-17,2021-07-24,55,ncsc_overlap
bitono.online,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
bitono.store,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
bitono.pro,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
bitono.io,objectid,2021-09-17,2021-05-10,130,ncsc_overlap
aresbo.biz,objectid,2021-09-17,2021-08-16,32,ncsc_overlap
ralidenbo.com,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
aoption.net,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
fxtimelive.com,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
dioption.com,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
exbase.net,objectid,2021-09-17,2021-09-06,11,ncsc_overlap
bosswallet.io,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
remitex.net,objectid,2021-09-17,2021-09-16,1,ncsc_overlap
kokatrade.com,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
binanexx.net,objectid,2021-09-17,2021-07-24,55,ncsc_overlap
fttrading.net,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
usoption.net,objectid,2021-09-17,2021-08-05,43,ncsc_overlap
acoin.trade,objectid,2021-09-17,2021-08-08,40,ncsc_overlap
bitcacao.net,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
binanex.net,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
binanex.vn,objectid,2021-09-17,2021-07-27,52,ncsc_overlap
deniex.vn,objectid,2021-09-17,2021-07-19,60,ncsc_overlap
pocinex.vn,objectid,2021-09-17,2021-07-19,60,ncsc_overlap
remitex.vn,objectid,2021-09-17,2021-07-19,60,ncsc_overlap
zpdxg.com,objectid,2021-09-17,2021-09-14,3,ncsc_overlap
dienmay-xanh.online,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
suamaylanh.dien-may-xanh.net,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
cskh-dienmayxanh.com,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
trungtam-baohanhdienmayxanh.com,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
dichvu-dienmayxanh.com,objectid,2021-09-17,2021-09-18,-1,ncsc_overlap
clmmvip.com,objectid,2021-09-16,2021-09-03,13,ncsc_overlap
tpbank-hanoi.com,objectid,2021-09-16,2021-09-18,-2,ncsc_overlap
techcombank.site,objectid,2021-09-16,2021-09-18,-2,ncsc_overlap
wefinex.net,objectid,2021-09-15,2021-05-07,131,ncsc_overlap
dlios.cc,objectid,2021-09-12,2021-10-05,-23,ncsc_overlap
dimeex.site,objectid,2021-09-12,2021-09-12,0,ncsc_overlap
k567.vip,objectid,2021-09-12,2021-11-02,-51,ncsc_overlap
mxc9.com,objectid,2021-09-12,2021-07-07,67,ncsc_overlap
mxc0.cn,objectid,2021-09-12,2021-08-03,40,ncsc_overlap
gatecng.com,objectid,2021-09-12,2021-08-03,40,ncsc_overlap
frame882.com,objectid,2021-09-12,2021-08-08,35,ncsc_overlap
tescobuy.xyz,objectid,2021-09-12,2021-05-21,114,ncsc_overlap
mrhmfund.com,objectid,2021-09-12,2021-08-08,35,ncsc_overlap
alimexfund.com,objectid,2021-09-12,2021-08-08,35,ncsc_overlap
ctoweb68.com,objectid,2021-09-12,2021-08-27,16,ncsc_overlap
fgweb68.com,objectid,2021-09-12,2021-08-05,38,ncsc_overlap
mxc0.com,objectid,2021-09-12,2021-08-03,40,ncsc_overlap
haitaogg.com,objectid,2021-09-12,2021-12-18,-97,ncsc_overlap
timcoh.com,objectid,2021-09-12,2021-05-07,128,ncsc_overlap
bithumb.icu,objectid,2021-09-12,2021-08-03,40,ncsc_overlap
atbitforex.com,objectid,2021-09-12,2021-08-23,20,ncsc_overlap
kavietnam.xyz,objectid,2021-09-10,2021-09-09,1,ncsc_overlap
popindian.xyz,objectid,2021-09-10,2021-09-09,1,ncsc_overlap
exovietnam.xyz,objectid,2021-09-10,2021-09-09,1,ncsc_overlap
hillvietnam.xyz,objectid,2021-09-10,2021-09-07,3,ncsc_overlap
maindia.xyz,objectid,2021-09-10,2021-09-09,1,ncsc_overlap
popvietnam.xyz,objectid,2021-09-10,2021-09-09,1,ncsc_overlap
exoindia.xyz,objectid,2021-09-10,2021-09-09,1,ncsc_overlap
kaindia.xyz,objectid,2021-09-10,2021-09-09,1,ncsc_overlap
hillindia.xyz,objectid,2021-09-10,2021-09-09,1,ncsc_overlap
exindian.net,objectid,2021-09-10,2021-09-09,1,ncsc_overlap
tainangvietnhi.weebly.com,objectid,2021-09-05,2021-09-05,0,ncsc_overlap
onlinebanking-shopee.vn,objectid,2021-09-03,2021-09-03,0,ncsc_overlap
quatangshopee.online,objectid,2021-09-03,2021-09-02,1,ncsc_overlap
shopdoitien.com,objectid,2021-08-30,2021-08-30,0,ncsc_overlap
mobilebanking-shopee.vn,objectid,2021-08-23,2021-08-24,-1,ncsc_overlap
usename.biz,objectid,2021-08-19,2021-08-23,-4,ncsc_overlap
h5.766876.com,objectid,2021-08-13,2021-08-02,11,ncsc_overlap
nhantienonlinemoneygram.weebly.com,objectid,2021-08-07,2021-05-07,92,ncsc_overlap
vietinbank.tk,objectid,2021-08-07,2021-08-07,0,ncsc_overlap
dichvunhantien-eu.org,objectid,2021-08-07,2021-08-07,0,ncsc_overlap
new-vietcombank.net,objectid,2021-08-07,2021-08-07,0,ncsc_overlap
new-vietcombank.com,objectid,2021-08-07,2021-08-07,0,ncsc_overlap
new-vietcombank.info,objectid,2021-08-07,2021-08-07,0,ncsc_overlap
ebankingshopee.vn,objectid,2021-08-06,2021-08-06,0,ncsc_overlap
binomo-webtrade.com,objectid,2021-07-31,2021-07-31,0,ncsc_overlap
usename.click,objectid,2021-07-31,2021-08-07,-7,ncsc_overlap
honapply.vn,objectid,2021-07-29,2021-07-29,0,ncsc_overlap
miniboon.vn,objectid,2021-07-29,2021-07-29,0,ncsc_overlap
vaythechaptpbank.info,objectid,2021-07-28,2021-07-31,-3,ncsc_overlap
etyuss.cn,objectid,2021-07-21,2021-07-20,1,ncsc_overlap
11384vn.com,objectid,2021-07-19,2021-07-19,0,ncsc_overlap
kazxzs.xyz,objectid,2021-07-19,2021-07-19,0,ncsc_overlap
freefiremembership.com,objectid,2021-05-27,2021-06-09,-13,ncsc_overlap
banthang.me,objectid,2020-10-08,2021-05-07,-211,ncsc_overlap
vaoroitv.com,objectid,2020-10-08,2021-05-07,-211,ncsc_overlap
divinevery.xyz,objectid,2020-10-08,2021-07-19,-284,ncsc_overlap
maincause.xyz,objectid,2020-10-08,2021-07-19,-284,ncsc_overlap
payattentiontosr.xyz,objectid,2020-10-08,2021-07-19,-284,ncsc_overlap
001130084.com,objectid,2022-11-11,2022-11-11,0,mirror_consistency
007zpo.com,objectid,2023-02-16,2023-02-16,0,mirror_consistency
008.mx,objectid,2023-03-23,2023-03-23,0,mirror_consistency
0084113.com,objectid,2022-12-11,2022-12-11,0,mirror_consistency
01138400.com,objectid,2023-02-16,2023-02-16,0,mirror_consistency
0188vn.com,objectid,2023-02-01,2023-02-01,0,mirror_consistency
0288vn.com,objectid,2023-02-01,2023-02-01,0,mirror_consistency
0388vn.com,objectid,2023-02-01,2023-02-01,0,mirror_consistency
0488vn.com,objectid,2023-02-01,2023-02-01,0,mirror_consistency
0588vn.com,objectid,2023-02-01,2023-02-01,0,mirror_consistency
0688vn.com,objectid,2022-12-05,2022-12-05,0,mirror_consistency
06io6r.website,objectid,2023-02-01,2023-02-01,0,mirror_consistency
06kte6.tokyo,objectid,2023-01-06,2023-01-06,0,mirror_consistency
0788vn.com,objectid,2022-12-05,2022-12-05,0,mirror_consistency
0888vn.com,objectid,2022-10-19,2022-10-19,0,mirror_consistency
0ayiomhb.com,objectid,2022-12-12,2022-12-12,0,mirror_consistency
0bugyto.cfd,objectid,2022-12-31,2022-12-31,0,mirror_consistency
0h77wqp.cfd,objectid,2022-12-31,2022-12-31,0,mirror_consistency
0tvi2upz7g-o-aj7f2qn.icu,objectid,2023-03-23,2023-03-23,0,mirror_consistency
101977.com,objectid,2023-03-01,2023-03-01,0,mirror_consistency
106-pvdh.cdn-ng.net,objectid,2022-10-20,2022-10-21,-1,mirror_consistency
108589.com,objectid,2023-02-16,2023-02-16,0,mirror_consistency
108831.com,objectid,2022-10-19,2022-10-19,0,mirror_consistency
108843.com,objectid,2022-10-19,2022-10-19,0,mirror_consistency
108856.com,objectid,2022-10-19,2022-10-19,0,mirror_consistency
108864.com,objectid,2022-10-19,2022-10-19,0,mirror_consistency
10lxysp.com,objectid,2022-11-15,2022-11-15,0,mirror_consistency
10s.club,objectid,2023-01-02,2023-01-02,0,mirror_consistency
10sao.me,objectid,2022-11-16,2022-11-16,0,mirror_consistency
11111.tv,objectid,2023-03-06,2023-03-06,0,mirror_consistency
11300113.com,objectid,2022-11-29,2022-11-29,0,mirror_consistency
11728.cc,objectid,2022-11-29,2022-11-29,0,mirror_consistency
11luxu.com,objectid,2023-01-09,2023-01-09,0,mirror_consistency
11luxury.com,objectid,2022-10-12,2022-10-12,0,mirror_consistency
11lxysp.com,objectid,2022-11-15,2022-11-15,0,mirror_consistency
11sao.vip,objectid,2023-03-02,2023-03-02,0,mirror_consistency
1217.cc,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
123123bet.com,objectid,2022-10-20,2022-10-21,-1,mirror_consistency
123123bet01.com,objectid,2022-10-20,2022-10-21,-1,mirror_consistency
123123bet02.com,objectid,2022-10-20,2022-10-21,-1,mirror_consistency
123123bet03.com,objectid,2022-10-20,2022-10-21,-1,mirror_consistency
12388bet.com,objectid,2022-10-20,2022-10-21,-1,mirror_consistency
12388bet02.com,objectid,2022-10-20,2022-10-21,-1,mirror_consistency
12388bet03.com,objectid,2022-10-20,2022-10-21,-1,mirror_consistency
123987.vip,objectid,2022-12-31,2022-12-31,0,mirror_consistency
123foody.com,objectid,2023-02-01,2023-02-01,0,mirror_consistency
123vay.top,objectid,2023-01-02,2023-01-02,0,mirror_consistency
126156.com,objectid,2022-10-30,2022-11-04,-5,mirror_consistency
12luxury.com,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
12lxysp.com,objectid,2022-11-15,2022-11-15,0,mirror_consistency
132888.vip,objectid,2022-11-26,2022-11-26,0,mirror_consistency
13366.cc,objectid,2023-03-23,2023-03-23,0,mirror_consistency
13386.store,objectid,2023-02-16,2023-02-16,0,mirror_consistency
133888.vip,objectid,2022-11-26,2022-11-26,0,mirror_consistency
136888.vip,objectid,2022-11-26,2022-11-26,0,mirror_consistency
137888.vip,objectid,2022-11-26,2022-11-26,0,mirror_consistency
13lxysp.com,objectid,2022-11-15,2022-11-15,0,mirror_consistency
14lxysp.com,objectid,2022-11-15,2022-11-15,0,mirror_consistency
156878.com,objectid,2023-02-11,2023-02-11,0,mirror_consistency
156886.com,objectid,2022-10-30,2022-11-04,-5,mirror_consistency
158zpo.com,objectid,2023-02-16,2023-02-16,0,mirror_consistency
15bes.com,objectid,2023-03-06,2023-03-06,0,mirror_consistency
15luxury.com,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
16074.com,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
16612.cc,objectid,2023-03-23,2023-03-23,0,mirror_consistency
16618.cc,objectid,2023-03-23,2023-03-23,0,mirror_consistency
166688.vip,objectid,2022-11-26,2022-11-26,0,mirror_consistency
1688088.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
17-inch.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
1819101.com,objectid,2022-11-22,2022-11-22,0,mirror_consistency
1819102.com,objectid,2022-11-22,2022-11-22,0,mirror_consistency
1819103.com,objectid,2022-11-22,2022-11-22,0,mirror_consistency
1819104.com,objectid,2022-11-22,2022-11-22,0,mirror_consistency
1819105.com,objectid,2022-11-22,2022-11-22,0,mirror_consistency
1819106.com,objectid,2022-11-22,2022-11-22,0,mirror_consistency
1819107.com,objectid,2022-11-22,2022-11-22,0,mirror_consistency
1819108.com,objectid,2022-11-22,2022-11-22,0,mirror_consistency
1819109.com,objectid,2022-11-22,2022-11-22,0,mirror_consistency
186888.vip,objectid,2022-11-26,2022-11-26,0,mirror_consistency
188666.vip,objectid,2022-11-26,2022-11-26,0,mirror_consistency
18k.shopping,objectid,2023-01-27,2023-01-27,0,mirror_consistency
1975vn.com,objectid,2022-12-08,2022-12-08,0,mirror_consistency
19luxury.com,objectid,2022-10-12,2022-10-12,0,mirror_consistency
1bets.com,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
1clmm.me,objectid,2023-01-14,2023-01-14,0,mirror_consistency
1e5u3.com,objectid,2023-04-01,2023-04-01,0,mirror_consistency
1mmlive.vip,objectid,2022-10-14,2022-10-14,0,mirror_consistency
1onve.com,objectid,2022-11-29,2022-11-29,0,mirror_consistency
1svi101.com,objectid,2022-11-16,2022-11-16,0,mirror_consistency
1thkkoo.top,objectid,2022-10-20,2022-10-21,-1,mirror_consistency
1vnmp3.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
1vnmp3.vip,objectid,2023-02-01,2023-02-01,0,mirror_consistency
202075.com,objectid,2022-10-17,2022-10-17,0,mirror_consistency
202093.com,objectid,2022-10-17,2022-10-17,0,mirror_consistency
202094.com,objectid,2022-10-17,2022-10-17,0,mirror_consistency
2022692.com,objectid,2023-01-06,2023-01-06,0,mirror_consistency
2022ons.com,objectid,2022-11-29,2022-11-29,0,mirror_consistency
2023.vn-get-money19.vip,objectid,2023-01-28,2023-01-28,0,mirror_consistency
2023.vn-get-money33.vip,objectid,2023-01-28,2023-01-28,0,mirror_consistency
2023.vn-make-money10.vip,objectid,2023-01-28,2023-01-28,0,mirror_consistency
2023.vn-make-money19.vip,objectid,2023-01-28,2023-01-28,0,mirror_consistency
2023.vn-make-money22.vip,objectid,2023-01-28,2023-01-28,0,mirror_consistency
20thcf.net,objectid,2023-04-01,2023-04-01,0,mirror_consistency
2135sckk.com,objectid,2022-10-15,2022-10-15,0,mirror_consistency
216596.com,objectid,2023-01-06,2023-01-06,0,mirror_consistency
222win456.com,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
237369.com,objectid,2023-02-11,2023-02-11,0,mirror_consistency
247appbank.com,objectid,2022-10-24,2022-11-04,-11,mirror_consistency
247com.bar,objectid,2022-12-22,2022-12-22,0,mirror_consistency
24hmoney.org,objectid,2023-03-23,2023-03-23,0,mirror_consistency
24live.live,objectid,2022-11-11,2022-11-11,0,mirror_consistency
24live.tv,objectid,2022-11-11,2022-11-11,0,mirror_consistency
24veso01.com,objectid,2023-03-06,2023-03-06,0,mirror_consistency
256lux.com,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
2588bet.com,objectid,2022-10-20,2022-10-21,-1,mirror_consistency
25luxu.com,objectid,2022-12-11,2022-12-11,0,mirror_consistency
28xs.com,objectid,2022-11-13,2022-11-13,0,mirror_consistency
2b05gp6.cfd,objectid,2023-02-01,2023-02-01,0,mirror_consistency
2be-group.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
2cj5wf3.cfd,objectid,2022-12-31,2022-12-31,0,mirror_consistency
2dk-performance.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
2few3.com,objectid,2022-12-27,2022-12-27,0,mirror_consistency
2fewlink.com,objectid,2022-12-27,2022-12-27,0,mirror_consistency
2fewu.com,objectid,2022-12-27,2022-12-27,0,mirror_consistency
2ffzarr.cn,objectid,2023-01-22,2023-01-22,0,mirror_consistency
2m10uz.art,objectid,2023-01-06,2023-01-06,0,mirror_consistency
2mmlive.vip,objectid,2022-10-14,2022-10-14,0,mirror_consistency
2n4lo3n.cfd,objectid,2022-12-31,2022-12-31,0,mirror_consistency
2onve.com,objectid,2022-11-29,2022-11-29,0,mirror_consistency
2phutkiemtien.com,objectid,2023-01-09,2023-01-09,0,mirror_consistency
2quality.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
2ueks3n.cfd,objectid,2022-12-31,2022-12-31,0,mirror_consistency
3127xpt.com,objectid,2022-12-25,2022-12-25,0,mirror_consistency
3142sgps.com,objectid,2022-12-25,2022-12-25,0,mirror_consistency
3188vn.com,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
3195w.com,objectid,2023-04-03,2023-04-03,0,mirror_consistency
31luxu.com,objectid,2023-02-16,2023-02-16,0,mirror_consistency
325265.com,objectid,2022-10-30,2022-11-04,-5,mirror_consistency
325998.com,objectid,2022-10-30,2022-11-04,-5,mirror_consistency
3288vn.com,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
3295w.com,objectid,2023-04-03,2023-04-03,0,mirror_consistency
32luxu.com,objectid,2023-01-09,2023-01-09,0,mirror_consistency
3318vn.com,objectid,2022-10-17,2022-10-17,0,mirror_consistency
3338vn.com,objectid,2022-10-17,2022-10-17,0,mirror_consistency
333lotte.com,objectid,2022-10-24,2022-11-04,-11,mirror_consistency
333win456.com,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
335151.net,objectid,2023-02-11,2023-02-10,1,mirror_consistency
3358vn.com,objectid,2022-10-17,2022-10-17,0,mirror_consistency
336.life,objectid,2022-12-03,2022-12-05,-2,mirror_consistency
3366vn.com,objectid,2022-10-17,2022-10-17,0,mirror_consistency
3368vn.com,objectid,2022-10-17,2022-10-17,0,mirror_consistency
3388vn.com,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
3395w.com,objectid,2023-04-03,2023-04-03,0,mirror_consistency
33lotte.com,objectid,2022-10-24,2022-11-04,-11,mirror_consistency
34376.live,objectid,2022-12-05,2022-12-05,0,mirror_consistency
3488vn.com,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
3495w.com,objectid,2023-04-03,2023-04-03,0,mirror_consistency
3518vn.com,objectid,2022-10-17,2022-10-17,0,mirror_consistency
3529752.vip,objectid,2023-02-24,2023-02-24,0,mirror_consistency
3533fghh.com,objectid,2022-10-15,2022-10-15,0,mirror_consistency
3588vn.com,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
360tradehub.com,objectid,2022-10-24,2022-11-04,-11,mirror_consistency
3636yfxu.com,objectid,2022-10-15,2022-10-15,0,mirror_consistency
365bet.bar,objectid,2022-10-30,2022-11-04,-5,mirror_consistency
365bet.rest,objectid,2022-10-30,2022-11-04,-5,mirror_consistency
365bet.shop,objectid,2022-10-30,2022-11-04,-5,mirror_consistency
3695w.com,objectid,2023-04-03,2023-04-03,0,mirror_consistency
3a7i6h.art,objectid,2023-01-06,2023-01-06,0,mirror_consistency
3enaclk.cfd,objectid,2022-12-31,2022-12-31,0,mirror_consistency
3g3denf.cn,objectid,2023-01-22,2023-01-22,0,mirror_consistency
3l91thm.cfd,objectid,2022-12-31,2022-12-31,0,mirror_consistency
3mmlive.vip,objectid,2022-10-14,2022-10-14,0,mirror_consistency
3onve.com,objectid,2022-11-29,2022-11-29,0,mirror_consistency
3u77.com,objectid,2023-01-27,2023-01-27,0,mirror_consistency
3zpo.com,objectid,2023-02-16,2023-02-16,0,mirror_consistency
41475.store,objectid,2023-02-16,2023-02-16,0,mirror_consistency
421s2pj.com,objectid,2023-01-19,2023-01-19,0,mirror_consistency
42fvsn9.cn,objectid,2023-01-22,2023-01-22,0,mirror_consistency
43524er.com,objectid,2023-02-24,2023-02-24,0,mirror_consistency
435612g.com,objectid,2023-01-19,2023-01-19,0,mirror_consistency
45nvw7.tokyo,objectid,2023-01-06,2023-01-06,0,mirror_consistency
46r5g.com,objectid,2022-10-11,2022-10-11,0,mirror_consistency
47scf4o.cfd,objectid,2022-12-31,2022-12-31,0,mirror_consistency
49791385.com,objectid,2023-01-06,2023-01-06,0,mirror_consistency
4cxo1k.tokyo,objectid,2023-01-06,2023-01-06,0,mirror_consistency
4y54ejk.cfd,objectid,2022-12-31,2022-12-31,0,mirror_consistency
4zpo.com,objectid,2023-02-16,2023-02-16,0,mirror_consistency
5-95.voto,objectid,2023-03-01,2023-03-01,0,mirror_consistency
515265.com,objectid,2022-10-30,2022-11-04,-5,mirror_consistency
5168vn.com,objectid,2022-10-17,2022-10-17,0,mirror_consistency
5188vn.com,objectid,2022-10-17,2022-10-17,0,mirror_consistency
51sb776.cfd,objectid,2022-12-31,2022-12-31,0,mirror_consistency
525924.com,objectid,2022-10-30,2022-11-04,-5,mirror_consistency
525992.com,objectid,2022-10-30,2022-11-04,-5,mirror_consistency
525995.com,objectid,2022-10-30,2022-11-04,-5,mirror_consistency
525996.com,objectid,2022-10-30,2022-11-04,-5,mirror_consistency
527265.com,objectid,2022-10-30,2022-11-04,-5,mirror_consistency
5288bet01.com,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
5288bet2.com,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
5288bet3.com,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
5288bet5.com,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
5288bet6.com,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
52vb35.tokyo,objectid,2023-01-06,2023-01-06,0,mirror_consistency
5388vn.com,objectid,2022-10-17,2022-10-17,0,mirror_consistency
5558vn.com,objectid,2022-10-15,2022-10-15,0,mirror_consistency
555lotte.com,objectid,2022-12-01,2022-12-01,0,mirror_consistency
